;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);38057;2462;2150;1895;1612;2495;2075;3668;3110;3649;3188;4294;3824;5681;5070;5558;4747;4539;3545;3816;2940
2;в том числе:       руководящие работники – всего;2893;11;9;59;50;145;114;347;284;395;341;499;440;635;580;424;365;248;215;130;101
3;из них:             директор;758;1;1;1;;22;11;57;29;77;47;118;98;198;172;140;114;93;75;51;37
4;заместители директора;1944;10;8;53;47;115;96;269;237;281;257;347;310;407;378;258;226;136;123;68;54
5;руководитель филиала;44;;;2;;5;4;5;3;6;5;4;4;8;8;6;5;6;6;2;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);23546;2189;1964;1614;1380;1895;1600;2382;2048;2272;2056;2544;2366;3538;3324;3281;3028;2237;1954;1594;1388
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);19598;1693;1499;1305;1100;1559;1286;1892;1594;1819;1625;2121;1968;3068;2880;2876;2670;1932;1693;1333;1169
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;5992;699;692;424;421;404;402;437;437;501;500;631;630;1210;1209;1031;1031;460;459;195;195
9;русского языка и литературы;2361;156;148;135;126;140;134;168;163;209;204;289;288;398;396;375;374;277;272;214;211
10;языка народов России и литературы;4;;;;;;;;;;;3;3;;;1;1;;;;
11;истории, экономики, права, обществознания;1299;99;71;93;67;116;81;128;91;138;112;170;151;172;153;170;148;116;99;97;89
12;информатики;483;33;25;36;26;62;43;81;55;52;38;62;50;44;36;48;42;41;33;24;20
13;физики;567;28;22;23;14;29;18;48;35;50;37;44;33;88;71;99;84;81;71;77;62
14;математики;1863;154;137;126;104;133;121;177;163;154;150;207;198;266;259;273;265;208;199;165;159
15;химии;435;31;30;20;17;32;31;38;33;34;31;27;25;59;58;71;69;76;71;47;46
16;географии;556;37;26;24;21;40;32;57;48;53;49;62;60;94;90;95;92;61;57;33;32
17;биологии;600;34;29;37;34;37;35;54;48;63;59;48;47;98;93;120;117;71;71;38;36
18;иностранных языков;2161;213;194;153;140;286;264;367;350;258;252;225;220;165;163;143;137;181;171;170;166
19;из них:                         английского языка;2027;208;191;148;136;278;258;360;342;243;238;213;209;142;140;116;110;168;158;151;148
20;немецкого языка;89;3;1;5;4;7;5;6;6;11;10;7;7;13;13;15;15;9;9;13;12
21;французского языка;43;;;;;1;1;1;1;4;4;5;4;10;10;12;12;4;4;6;6
22;китайского языка;2;2;2;;;;;;;;;;;;;;;;;;
23;физической культуры;1380;129;63;150;62;183;59;171;58;139;70;124;71;161;99;138;66;109;34;76;24
24;труда (технологии);880;15;7;32;24;41;22;65;35;90;60;103;80;139;95;166;114;139;69;90;41
25;музыки и пения;326;30;24;17;16;18;17;23;21;23;22;42;40;55;55;49;48;33;28;36;33
26;изобразительного искусства, черчения;228;15;15;12;11;9;9;27;25;15;15;23;23;41;40;36;36;32;29;18;17
27;основ безопасности и защиты Родины;184;9;5;8;2;11;1;24;6;17;4;20;9;32;18;26;11;20;3;17;3
28;основ духовно-нравственной культуры народов России;5;;;;;;;;;;;1;1;1;1;1;1;;;2;2
29;прочих предметов;274;11;11;15;15;18;17;27;26;23;22;40;39;45;44;34;34;27;27;34;33
30;учителя-логопеды;352;36;36;23;23;45;45;56;56;43;43;49;49;49;49;28;28;13;13;10;10
31;учителя-дефектологи;208;29;28;30;30;19;18;37;37;30;29;15;14;21;21;9;9;8;8;10;10
32;из них:                      олигофренопедагог;70;11;11;13;13;5;5;14;14;8;7;4;3;6;6;1;1;3;3;5;5
33;тифлопедагог;4;;;1;1;;;;;;;1;1;;;;;1;1;1;1
34;сурдопедагог;14;;;;;;;3;3;2;2;;;3;3;1;1;2;2;3;3
35;социальные педагоги;408;20;20;17;16;36;35;59;58;57;57;60;58;50;50;41;40;40;38;28;28
36;педагоги дополнительного образования;284;38;28;23;11;19;14;28;13;24;17;27;18;30;24;26;17;35;23;34;19
37;педагоги-психологи;600;63;62;51;46;63;60;94;93;87;87;77;77;71;71;42;41;31;30;21;21
38;воспитатели;861;65;63;51;51;43;42;79;78;86;83;88;85;126;117;144;134;91;78;88;75
39;мастера производственного обучения;19;1;;1;1;2;2;2;1;2;2;3;3;2;2;5;2;;;1;
40;тьюторы;196;29;29;17;16;11;10;22;22;33;33;15;15;17;17;19;19;18;17;15;15
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;140;56;53;22;21;19;17;16;16;8;7;8;8;4;4;6;6;1;1;;
42;другие;880;159;146;74;65;79;71;97;80;83;73;81;71;100;89;85;62;68;53;54;41
43;учебно-вспомогательный персонал;1347;81;69;63;58;100;88;197;187;141;132;175;169;161;156;182;171;133;125;114;107
44;иной персонал;10271;181;108;159;124;355;273;742;591;841;659;1076;849;1347;1010;1671;1183;1921;1251;1978;1344
45;из них:             ассистент (помощник);18;3;3;;;;;3;3;1;1;3;2;2;2;;;2;2;4;3
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;362;12;12;25;25;28;28;46;46;43;43;33;33;54;53;63;63;43;43;15;14
49;из них воспитатели;315;10;10;23;23;24;24;43;43;40;40;30;30;43;43;53;53;37;37;12;12
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;99;3;3;2;2;3;1;9;8;13;10;13;12;11;11;17;12;11;10;17;16
51;из них учителя;95;3;3;1;1;3;1;9;8;12;9;13;12;10;10;17;12;10;9;17;16
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
